#{"t_start": 1718314740.1972234, "env_id": "CustomHopper-source-v0"}
r,l,t
18.615652,28,2.373393
7.710061,10,2.383963
25.809497,22,2.406267
12.839912,20,2.427981
6.562699,26,2.455564
7.318132,13,2.470398
20.35157,38,2.508969
8.123639,15,2.525803
9.156055,13,2.540355
3.262006,28,2.569352
5.280869,16,2.58764
26.381278,28,2.623182
5.226314,10,2.636587
7.231585,12,2.652878
3.241337,16,2.678735
9.587753,14,2.695959
3.003815,10,2.709045
52.404767,38,2.751563
10.094583,15,2.769815
5.981966,11,2.781838
4.130893,14,2.797458
22.273756,27,7.227206
33.555487,27,7.255314
9.725972,11,7.266659
36.910636,28,7.296588
12.149186,22,7.31923
126.336829,61,7.381305
195.45437,124,7.512439
16.548279,27,7.547235
13.258001,28,7.585068
19.374244,20,7.606375
21.144202,19,7.632425
8.882265,19,7.65444
82.182993,74,7.731839
13.364334,25,7.763182
24.258957,30,7.799211
10.172196,18,7.823738
19.1055,17,7.847198
125.443902,59,7.9254
8.290588,11,7.93715
3.528476,24,7.962331
18.150333,35,7.999869
79.476301,51,8.052739
9.039773,11,8.064603
6.767219,16,8.082164
9.498182,13,8.096098
23.307495,21,8.117923
4.554619,20,8.138597
4.888853,13,8.153915
30.233089,25,8.180897
29.701382,31,8.213965
10.440473,16,8.232989
7.30568,24,8.25774
13.160061,19,8.278269
29.851935,22,8.312904
37.07842,35,8.369684
7.783112,10,8.379274
13.731895,16,8.394807
6.529512,11,8.413422
8.310632,17,8.435048
14.631072,17,8.454133
3.308379,13,8.467979
7.776024,13,8.481871
13.950173,22,8.506608
12.421633,35,8.543869
8.843642,16,8.561675
7.987577,12,8.575666
5.359588,8,8.584657
12.650344,16,8.602203
8.352001,10,8.612316
28.248217,24,8.640656
11.007506,14,8.654671
10.199632,13,8.669346
12.594436,15,8.685133
10.197472,16,8.707194
65.815165,38,8.762696
27.562195,52,8.834838
26.173724,25,8.861476
38.450859,29,8.902767
5.202468,9,8.919805
5.553761,12,8.938413
17.43007,16,8.959052
4.408069,17,8.978922
5.551319,22,9.001607
8.964072,19,9.021524
29.879927,23,9.046193
76.351419,70,9.11939
3.480945,9,9.128455
23.895207,22,9.149746
54.846864,43,9.199377
29.743908,24,9.224827
66.278661,37,9.263139
10.561824,29,9.3022
13.411921,22,9.33617
15.977021,28,9.379231
173.287522,99,9.508815
11.058124,22,9.543292
9.078333,14,9.561115
234.903406,120,14.07575
99.567793,52,14.134471
17.579721,22,14.158102
94.832804,58,14.218165
14.240674,15,14.23443
10.039915,15,14.250234
213.983206,116,14.372885
8.742751,21,14.395597
104.782914,80,14.477954
10.637702,15,14.494392
60.111953,46,14.542891
9.43679,13,14.556975
42.657116,31,14.590559
19.26632,21,14.615218
144.718776,94,14.72619
6.733835,9,14.735632
47.344176,35,14.774021
230.85588,121,14.905546
10.728641,12,14.918299
13.255985,17,14.93651
29.981289,29,14.969617
11.630551,15,14.990834
5.041975,8,15.000831
11.099944,15,15.016859
95.687226,52,15.0741
21.985325,18,15.092768
60.503307,45,15.142331
159.647895,103,15.264632
115.684917,62,15.33937
4.446682,9,15.349331
10.755772,19,15.370236
15.66887,17,15.388837
22.141295,23,15.412137
9.927528,15,15.427805
36.793592,26,15.457653
63.13173,36,15.497753
92.84234,50,15.552043
10.344892,20,15.574349
30.111799,31,15.607044
13.050219,24,15.634305
26.451821,24,15.660074
17.083571,18,15.679005
7.810577,11,15.690194
111.733548,75,15.765955
22.433995,27,15.796183
16.142048,24,15.827176
143.223469,91,15.920684
38.394458,35,15.95665
10.871885,15,15.973897
63.950177,37,16.012379
68.897651,39,16.055382
12.903303,15,16.071571
13.800511,28,16.103014
99.787229,60,16.166567
88.477034,61,16.230031
164.217907,81,20.050722
8.248841,29,20.085551
145.633125,76,20.167626
146.605686,77,20.245972
178.34825,148,20.408297
13.070416,24,20.434169
10.416785,17,20.452129
91.283586,57,20.511665
84.710767,47,20.560974
167.406181,78,20.647743
137.112549,74,20.72556
5.223252,8,20.734251
82.737971,46,20.782126
81.557719,43,20.828391
89.319966,55,20.887688
99.875628,54,20.943567
60.350672,35,20.978421
45.592886,38,21.018143
125.800587,64,21.095087
38.510923,38,21.136582
202.868952,95,21.239498
25.324129,29,21.269829
84.387027,48,21.321785
45.39604,33,21.361959
75.611316,43,21.416356
33.760289,27,21.445516
99.469946,54,21.501969
227.45864,130,21.641397
137.445402,73,21.717685
186.351225,94,21.819365
5.082405,13,21.835385
187.550427,102,21.947099
172.719542,78,22.028984
24.153923,23,22.05332
19.279483,16,22.070048
67.960109,39,22.116059
80.094492,48,22.167634
19.434634,19,22.188063
112.640623,59,26.000709
115.325704,65,26.067436
81.437553,50,26.117734
109.937791,57,26.175278
45.378437,26,26.20187
142.186193,74,26.284507
115.786632,61,26.345024
136.595629,65,26.40862
115.437969,61,26.468029
114.459444,64,26.53091
236.219165,127,26.653278
102.49873,59,26.710146
63.284997,37,26.746389
109.999845,71,26.817706
211.511406,93,26.91621
88.316058,51,26.96564
157.070685,95,27.066672
120.458127,62,27.131648
72.133997,41,27.17075
125.073209,74,27.244229
49.976948,34,27.284799
143.761578,69,27.353602
56.535941,42,27.399776
55.562056,32,27.433041
22.028068,20,27.452837
68.602786,44,27.496302
150.535078,83,27.588099
309.601665,151,27.747287
61.210919,36,27.78566
171.665908,97,27.883989
48.628163,34,27.919429
152.781403,102,28.026282
181.304208,89,31.807348
120.53564,67,31.879714
52.726938,30,31.909456
116.897894,62,31.973284
58.819481,35,32.012633
212.973903,93,32.112465
228.190984,102,32.214628
212.642804,97,32.320588
96.825363,53,32.376591
74.466044,50,32.428537
66.294582,40,32.470034
80.734594,45,32.518473
110.929122,60,32.595272
148.627235,72,32.668275
180.6775,88,32.759907
151.692299,72,32.834653
89.721756,49,32.885749
232.32019,101,32.982766
120.844818,63,33.04425
159.108995,81,33.12599
95.477762,54,33.184085
213.023878,107,33.295165
244.861662,129,33.447424
189.672972,83,33.533834
178.967338,104,33.649162
203.543295,91,33.750105
196.765252,90,33.856085
80.553138,45,33.90643
217.538049,99,37.754969
206.854324,94,37.850179
230.396632,102,37.9747
65.421179,43,38.01968
111.861897,61,38.081061
70.851662,40,38.121816
237.027138,118,38.245656
79.526987,44,38.290743
216.73078,93,38.383808
227.727852,102,38.488356
219.535849,96,38.587511
104.202561,56,38.64599
244.307528,106,38.756767
154.323422,77,38.834341
160.412258,81,38.912984
211.765011,101,39.014671
208.5855,93,39.106114
56.791074,32,39.139706
212.672211,102,39.246912
110.636911,62,39.310426
211.396716,90,39.400322
232.891716,109,39.510247
302.441362,125,39.645768
226.221286,100,39.747387
239.130441,105,43.467891
223.551376,108,43.576077
285.002288,122,43.702394
215.394922,93,43.793987
284.106875,117,43.914093
193.030033,89,43.99923
225.47668,102,44.110543
221.272834,98,44.219684
272.963753,113,44.33342
213.092551,104,44.439704
228.734736,95,44.539248
242.857686,111,44.652563
247.491408,114,44.768554
324.7898,145,44.92819
252.54915,114,45.054023
103.995955,58,45.115525
224.645035,98,45.212724
219.995503,97,45.311058
218.851261,96,45.415741
219.143535,97,45.516607
271.801445,111,49.447469
250.883318,118,49.56588
250.889972,105,49.677727
237.272586,104,49.790911
186.983783,97,49.889109
292.655518,118,50.014185
282.348337,124,50.139452
280.980512,119,50.262646
230.816582,105,50.388299
314.39684,125,50.516341
243.06873,110,50.632943
298.938644,123,50.76801
237.953454,120,50.895458
239.245304,123,51.026495
238.888863,110,51.151019
236.874383,103,51.253404
238.496129,100,51.359712
253.050611,112,51.48661
183.807166,87,55.389949
292.158727,129,55.524176
104.619299,57,55.578948
232.204639,96,55.677206
202.62368,92,55.771606
204.437995,92,55.867831
333.813898,134,56.001801
316.825956,125,56.129049
319.463932,129,56.266318
307.601958,120,56.396175
288.861166,127,56.531605
302.658504,122,56.670772
242.238279,113,56.784541
221.645455,99,56.886296
321.105513,144,57.026966
216.169385,93,57.12001
295.947018,117,57.249715
176.69789,81,57.334303
301.040199,126,61.192058
285.715585,111,61.299962
314.29262,145,61.443046
328.39946,136,61.576742
316.48413,122,61.695603
344.577837,133,61.826953
229.196669,98,61.927393
315.804446,136,62.062992
214.692714,93,62.156478
258.397174,119,62.270838
207.691666,93,62.361315
276.955224,111,62.469234
344.882809,157,62.622795
289.405279,125,62.754725
277.725362,135,62.892002
300.63959,127,63.015684
287.372199,131,63.156519
234.35713,103,66.994913
232.418002,96,67.11032
292.657328,119,67.24326
309.580894,137,67.403496
312.112343,123,67.555439
348.848095,141,67.727786
344.62608,134,67.887347
314.413327,135,68.03302
324.666586,131,68.18512
287.330477,111,68.308127
211.481616,105,68.424287
293.759623,125,68.586584
320.547059,133,68.750847
204.719441,93,68.85749
325.241853,128,69.045786
268.635068,108,69.166449
349.138879,145,69.34
336.408459,141,74.156067
314.515512,125,74.306431
293.910575,123,74.446885
327.456727,131,74.605156
334.770628,134,74.774098
287.636834,120,74.914531
321.237016,133,75.077698
328.749001,138,75.266384
309.660028,129,75.418562
302.090011,128,75.561519
320.893267,130,75.700202
325.246399,139,75.843541
331.607478,138,75.997327
307.739188,127,76.136937
366.179891,139,76.279007
308.356664,127,80.404415
328.616041,141,80.552356
363.296721,137,80.714415
353.102993,139,80.87325
390.290406,144,81.019358
306.084497,115,81.138227
307.191353,124,81.267471
326.375524,142,81.437624
351.227154,138,81.579843
329.235535,130,81.715742
318.203368,122,81.839399
305.454767,120,81.965803
334.374483,135,82.10622
322.03063,136,82.248639
298.700104,121,82.386754
343.88989,138,82.545821
310.062048,128,86.636938
324.202922,126,86.779156
360.830858,138,86.936852
351.925434,148,87.088101
328.809524,127,87.231241
319.158943,124,87.36326
331.695008,127,87.500883
351.583947,137,87.657085
353.217587,134,87.802557
348.644317,140,87.950884
354.015956,137,88.092989
350.927366,143,88.243733
334.786441,139,88.395998
377.324594,146,88.542444
396.091318,149,88.689129
346.491705,136,92.808234
370.148028,134,92.954172
343.837261,134,93.092573
313.383143,129,93.221739
384.552154,141,93.371834
353.343096,139,93.510484
359.142947,138,93.64723
343.795279,130,93.788345
389.465296,138,93.946835
396.200235,146,94.107455
339.618211,125,94.235979
367.067189,141,94.385789
345.175171,126,94.56268
396.046425,142,94.719618
359.549838,139,94.863904
396.416939,144,98.940465
356.684908,136,99.093195
496.671681,175,99.268664
366.408968,133,99.405988
406.756662,144,99.557234
363.641306,133,99.694146
387.826812,142,99.836364
349.59816,136,99.977013
384.826399,149,100.135758
391.10754,144,100.288239
334.456843,125,100.417924
374.536547,137,100.550451
362.299537,131,100.688094
324.776237,136,100.8276
398.240206,146,100.987724
505.634649,173,105.208305
621.061969,201,105.429271
342.122141,123,105.562551
388.754672,141,105.698914
372.475777,137,105.849973
365.657484,129,105.995553
368.756423,131,106.126052
366.196347,134,106.268659
419.359175,151,106.442181
379.080326,134,106.584362
376.801596,140,106.734505
451.896372,155,106.900712
393.995235,144,107.062564
356.068398,136,107.206115
451.402011,159,111.387781
363.3694,134,111.557585
446.945676,159,111.734233
552.625385,182,111.945187
375.471886,134,112.083125
349.696839,131,112.226327
400.974936,150,112.398051
383.898034,137,112.542559
390.983522,138,112.709615
400.814215,142,112.861421
546.234881,184,113.06234
556.763929,184,113.258234
375.573414,145,113.44348
363.32855,140,118.162942
514.453245,175,118.728899
508.825484,176,119.190137
548.710478,179,119.464521
507.835701,177,119.712409
431.061565,147,119.902652
377.050559,139,120.054387
696.078607,227,120.343513
412.585281,151,120.499136
515.28879,172,120.67397
333.771461,133,120.809804
614.641467,198,121.030628
473.51518,157,124.969103
623.466896,207,125.180295
395.567276,146,125.31858
496.394216,174,125.493662
416.425001,146,125.652838
276.507184,115,125.776023
415.134835,148,125.92876
383.162924,144,126.075912
413.442894,144,126.229401
625.507002,216,126.449643
588.536656,187,126.641441
443.812547,151,126.796007
380.880117,135,126.930318
563.061938,184,130.884063
733.512446,234,131.103925
560.378899,180,131.285692
569.307357,192,131.478292
572.685263,188,131.654011
361.212581,142,131.78908
244.922683,108,131.895882
636.927628,202,132.117417
489.156415,178,132.296322
703.679314,241,132.546949
630.391795,209,132.751908
665.970856,218,136.64056
646.310967,205,136.832602
751.165077,237,137.068757
689.303363,235,137.3137
431.581891,164,137.486026
777.158632,246,137.742965
715.385885,227,137.970001
565.585365,184,138.154747
611.552428,187,138.344731
636.266117,208,138.56268
670.088704,222,142.693635
647.068295,216,142.923583
611.085868,205,143.127464
819.010214,265,143.387101
650.483285,220,143.616828
923.030751,291,143.951463
614.549774,214,144.203593
816.486971,260,144.472531
688.720364,240,148.841105
841.763908,287,149.131539
634.329722,221,149.361893
752.235323,253,149.627461
542.852302,176,149.807575
432.937202,172,150.016585
629.855483,219,150.260098
611.186117,195,150.470378
649.038567,212,150.693366
813.422956,255,150.999163
678.341647,210,155.930717
624.35796,203,156.164265
677.24394,216,156.394991
880.966005,281,156.697948
598.827246,191,156.902117
840.187202,268,157.17013
670.779355,216,157.389616
662.338829,210,157.607262
565.891351,183,157.804312
861.449166,276,162.18826
1028.380012,314,162.545703
747.545719,245,162.847921
659.426757,216,163.059376
719.303429,227,163.298455
550.068883,186,163.522536
881.576752,293,163.824467
853.855743,269,164.100476
645.878607,220,168.347314
801.196879,259,168.623842
556.573605,178,168.804047
570.969913,180,168.991324
614.259304,200,169.195556
764.51603,245,169.454737
977.648627,305,169.818939
633.031662,199,170.034659
431.401089,163,170.215935
640.58045,210,174.236443
794.579228,248,174.513636
627.287986,194,174.731677
599.714691,187,174.958794
682.440862,221,175.215116
792.055538,248,175.457464
899.89894,327,175.791941
595.81053,184,175.997182
831.373344,267,176.316522
690.967732,210,180.56707
885.915187,316,180.90989
636.532398,207,181.131264
677.456798,214,181.349095
701.311441,229,181.582375
659.370492,209,181.798838
682.309027,215,182.01899
643.040737,197,182.216787
1311.363888,431,186.535481
920.98336,288,186.847239
608.034733,190,187.033179
737.533193,228,187.278912
782.73722,249,187.568674
615.751856,202,187.768647
945.487136,312,188.085592
700.055672,219,188.296494
663.546118,214,188.52146
737.789397,231,192.763117
807.211643,255,193.021044
826.614859,266,193.289695
710.625758,242,193.540721
896.652868,290,193.835706
688.950996,228,194.062179
631.696353,201,194.263183
1070.357476,343,194.61267
725.699374,228,199.11327
642.602252,200,199.321019
779.765274,239,199.563407
918.037886,310,199.890549
809.621713,250,200.14098
875.475302,320,200.481169
757.133857,238,200.712013
935.139324,323,201.048162
623.629438,197,205.34331
1179.154267,359,205.729888
859.207809,253,206.004143
753.029872,237,206.242624
936.100062,289,206.531975
1320.175607,440,206.982186
819.832134,259,207.247484
768.840556,231,211.546134
945.206532,286,211.829936
865.343793,263,212.091184
636.979564,198,212.3067
356.223139,144,212.456776
662.453323,203,212.668159
881.279217,273,212.948725
716.38415,217,213.155603
981.098607,311,217.774998
956.980396,293,218.083669
1053.402996,321,218.45444
639.117186,194,218.650322
740.662599,235,218.891291
961.460822,291,219.184891
1033.428217,321,219.503925
869.955084,269,219.777649
787.282673,235,224.017897
845.747884,247,224.273208
875.708739,261,224.524513
686.813004,209,224.754765
592.493543,185,224.930506
731.684292,227,225.145586
865.911296,264,225.425265
677.31367,208,225.631939
863.439564,265,225.900164
900.544735,265,230.083338
580.256155,181,230.273787
948.64366,285,230.586068
1363.519475,500,231.105992
1403.162001,426,231.579778
1250.290905,393,231.965406
1389.418858,422,236.296731
1276.548987,385,236.675581
1198.012235,368,237.06728
867.955613,253,237.317805
724.357758,218,237.540556
711.697033,217,237.759492
1435.479847,500,242.343193
647.352742,201,242.555659
1125.375009,350,242.914095
838.370505,260,243.164039
691.021114,214,243.393592
735.503172,223,243.647327
829.259815,240,243.896445
822.716871,239,244.135718
582.76356,176,248.159319
1194.017897,370,248.558112
916.880602,276,248.834836
1021.167007,302,249.142804
932.056105,277,249.423685
1231.207352,366,249.852671
530.680183,165,250.016932
908.617723,272,254.241896
678.813414,209,254.442823
857.651698,250,254.706014
935.479251,274,254.977687
1546.830168,500,255.534338
981.892158,298,255.853707
743.674446,224,256.088436
1313.9971,387,260.431164
700.284156,214,260.638283
1186.363322,345,261.001797
939.597087,278,261.283197
1188.691196,346,261.623286
1004.746051,298,261.920606
770.084066,226,262.15041
930.642062,276,266.368399
1147.662313,344,266.724293
1122.207493,325,267.066085
1108.674061,338,267.398517
1329.497175,398,267.820234
651.196482,196,268.037103
1602.54837,479,272.363663
873.316784,248,272.622105
1009.100198,298,272.965327
1100.667752,328,273.349704
1345.677718,387,273.771564
822.762846,253,274.032767
673.048114,210,274.244294
918.927726,276,278.36765
947.276484,280,278.680643
815.237415,235,278.911738
779.190574,228,279.128541
976.186733,288,279.4359
673.749893,201,279.631581
917.558478,273,279.923017
1241.170528,365,280.299025
696.120364,206,284.577047
900.117336,253,284.844004
849.973686,242,285.081141
932.250675,267,285.366897
952.960615,282,285.712577
887.341648,266,285.965714
891.137513,275,286.24867
951.31187,274,286.523567
1020.598359,299,290.699751
1161.784182,331,291.034745
900.352001,263,291.291844
928.079921,271,291.555719
1192.789761,345,291.885787
846.67644,245,292.126604
662.476779,203,292.319788
978.694694,285,296.442124
1237.823442,372,296.93211
997.170486,290,297.260499
944.701708,278,297.540409
1344.952156,392,297.944275
793.372,229,298.163542
1208.450202,359,302.439691
970.52855,287,302.731524
1049.551718,312,303.061213
1116.61307,324,303.388483
753.683064,221,303.607654
850.940412,243,303.856445
913.282143,275,304.120206
839.131014,242,304.360651
1052.048366,304,308.466354
1286.539989,378,308.845582
865.431111,250,309.096061
1156.687924,329,309.422069
1157.109824,332,309.78588
734.121089,245,310.034924
1372.070544,398,314.351126
1156.555474,333,314.704535
1124.227445,322,315.027208
655.863255,197,315.217728
1558.978857,456,315.662778
758.323826,223,315.898132
1023.587862,300,316.204764
1084.58788,320,320.5821
1081.129467,315,320.901445
429.585197,163,321.063494
1276.205727,374,321.423439
1307.293127,397,321.822698
1318.393912,391,322.229104
1041.419854,311,327.021152
900.452984,253,327.284162
1279.410842,367,327.694693
1515.943934,425,328.233958
1162.084577,331,328.603461
1444.385117,500,329.117505
1219.123452,341,333.052749
1286.382351,382,333.417532
1155.078327,334,333.731264
1583.659337,500,334.203304
1567.725383,452,334.622012
1622.632073,500,338.322967
1340.766301,390,338.698014
1537.463549,500,339.165423
1038.986142,302,339.452848
1721.528757,500,339.91665
1241.68622,359,343.557792
1060.186386,305,343.841758
1677.48853,500,344.342555
1737.063124,500,344.861923
1551.893193,464,348.712345
915.713061,261,348.965709
1595.56718,500,349.440428
1230.11542,378,349.800887
1042.753753,303,350.101352
1007.214657,295,350.382576
1660.769161,500,354.226506
1527.782965,500,354.686006
1639.558821,500,355.141219
1101.783389,314,355.462737
961.622136,271,355.737904
1678.564001,500,359.689757
1081.11543,310,360.007976
1201.471724,334,360.317343
1065.020033,301,360.612433
1606.036627,462,361.041434
973.233252,278,361.301008
1582.810672,441,365.132587
668.203818,201,365.322949
1131.522037,318,365.646506
1354.606258,388,366.014724
1358.543655,394,366.389455
1150.858028,333,366.699328
804.007474,232,370.357368
1687.423135,474,370.820426
1290.942042,363,371.174358
1762.949848,500,371.654397
1557.297847,500,372.137474
1217.793502,344,375.924537
1679.685445,500,376.401754
1135.283118,320,376.698586
1593.482199,500,377.185641
1249.682641,358,377.546993
1147.119977,327,381.277848
1627.533054,500,381.745022
1723.668671,500,382.225564
1089.499277,309,382.529977
1267.877957,351,382.865736
1665.819617,500,387.061302
1738.111555,500,387.545441
1440.120409,394,387.92691
1182.89472,328,388.238335
1593.195191,500,392.601595
1570.200562,444,393.051654
1668.542573,500,393.546475
1649.660222,500,394.080406
1776.68532,500,394.730637
1740.938844,500,399.417624
1181.566609,321,399.724028
1650.815774,450,400.167364
1738.977824,478,400.660099
1239.250274,339,401.06354
1674.238874,500,406.769071
716.862635,211,406.982568
1153.466745,323,407.413367
1026.576004,293,407.791752
1551.363882,426,408.257444
1726.725981,500,411.95904
1243.759902,344,412.288421
967.665645,272,412.550405
1646.954386,500,413.015563
1238.750337,343,413.359162
992.077005,274,413.620843
751.721561,216,417.015012
1646.341646,500,417.491513
1193.583323,332,417.80254
1084.974197,304,418.078159
1686.454436,500,418.533276
951.479508,267,418.782014
1720.438224,500,422.441566
1000.7226,278,422.697568
1658.825033,500,423.15114
1641.818266,500,423.614564
890.124969,246,423.853024
1259.948706,352,427.390767
1687.11674,500,427.862703
433.559374,160,428.008959
963.743171,270,428.253735
1141.560168,314,428.538217
987.773378,273,428.787628
983.648769,278,432.238641
1651.349498,500,432.703142
1407.148289,384,433.069153
1709.057942,500,433.540181
1539.796989,420,433.925859
1665.66487,457,437.494955
1004.755359,278,437.748615
1701.807264,500,438.221473
1690.386798,500,438.684263
1686.123539,462,439.109166
1177.556255,324,442.661412
1218.941292,329,442.958394
1692.247414,500,443.412985
1679.005048,500,443.862178
1692.624376,500,447.539683
1091.175444,305,447.823771
1683.797433,500,448.289105
1702.098669,500,448.7773
1455.152164,389,449.167567
1682.618025,500,452.866016
1705.752476,500,453.328429
1725.637242,500,453.78711
1702.742209,500,454.249171
1693.000291,500,457.897749
737.525688,214,458.095848
906.654163,251,458.320853
962.181243,262,458.559922
1537.737307,424,458.951314
1747.053542,500,459.407725
1251.913516,338,462.85694
933.398869,255,463.097662
97.832714,53,463.147796
1702.868266,500,463.599057
93.753412,51,463.645877
1128.122743,304,463.917809
1444.794044,397,464.279177
1673.179099,500,467.967985
1710.847871,500,468.424455
1070.255677,298,468.700573
1842.828654,500,469.149775
1621.710027,441,469.551546
1290.952535,350,473.064968
1604.806069,434,473.473595
1707.537805,500,473.929592
1732.598698,500,474.382598
1558.208603,427,474.770286
1721.585831,500,478.421054
1659.757011,500,478.877355
1723.812934,500,479.336683
1636.168842,450,479.752047
1455.283463,396,483.287353
1684.061641,500,483.755518
1719.308253,500,484.214822
1296.351245,354,484.543279
974.900919,264,484.782761
1690.681238,500,488.468784
1380.48018,378,488.815321
1702.257709,500,489.275398
1697.363855,500,489.726804
867.554531,240,489.954928
1702.224333,500,493.594282
1651.990394,457,494.003616
1710.714582,500,494.472033
969.342237,263,494.710673
1694.427788,500,498.390487
1691.150319,500,498.851795
1681.444976,500,499.306794
1034.965691,290,499.573561
1207.092634,327,499.867999
1707.815144,500,503.511246
1703.963535,500,503.96642
1720.501608,500,504.42326
1686.935515,500,504.885025
1087.311529,297,505.154109
1684.449597,500,508.794688
1453.044063,401,509.158269
1583.999534,421,509.538491
1670.854893,500,509.987807
1748.546875,500,513.663501
1712.195133,500,514.126422
1794.376242,500,514.574902
1683.989845,500,515.045459
1731.788945,500,518.630617
1636.265424,450,519.045807
1710.602982,500,519.503891
1728.730244,500,519.957609
1652.358324,500,523.577072
1748.930638,500,524.04062
1753.351242,500,524.519445
1684.809163,500,525.009967
659.335608,208,525.219831
1003.411518,280,525.489016
947.387295,254,529.662747
1019.350191,272,529.922794
1188.629501,321,530.249638
982.689171,273,530.513904
1328.696934,351,530.864193
1275.003336,328,531.173339
722.412454,210,531.385837
1073.532658,286,535.5153
1067.335875,288,535.802139
1013.328689,281,536.097748
1776.595201,500,536.598359
465.508323,160,536.767678
1001.315316,271,537.038601
462.9106,160,537.228868
758.101195,229,542.34762
1744.491078,500,542.919122
925.956376,252,543.23748
1769.029849,500,543.772372
1697.154113,451,544.274256
1684.353454,500,548.663382
1596.102205,424,549.072835
1300.116436,353,549.417414
1233.657179,331,549.761244
1716.711738,500,550.254973
1766.462662,500,555.010048
1721.087661,500,555.565791
1716.759524,500,556.123477
1704.914787,500,556.614141
1729.903998,500,561.084636
1739.509368,500,561.540282
1598.229471,441,561.935914
1480.617498,399,562.299435
1744.542191,500,562.766575
1590.31407,418,566.330945
1725.700127,500,566.797843
1749.945781,500,567.257628
841.165855,242,567.472166
1716.32881,500,571.091047
1442.696725,403,571.457792
1679.409034,453,571.863799
1337.253005,358,572.192993
1728.423857,500,572.64608
1717.478328,500,576.266423
1742.653473,500,576.718347
1725.275294,500,577.1802
1726.955493,500,577.626388
1735.322033,500,581.23639
1317.460919,354,581.553747
1050.954843,285,581.811951
1177.097468,311,582.090489
1741.511851,500,582.543019
1435.562209,379,586.038539
1352.710052,368,586.383614
1724.339638,500,586.862579
1767.423774,478,587.334493
1167.804281,309,587.629522
1184.102514,316,587.940693
1665.386256,465,592.118229
1699.05013,500,592.621254
1658.780024,500,593.088693
1701.899768,500,593.567071
1730.866581,500,597.57787
1741.187746,500,598.087151
1751.112571,500,598.607752
1220.277729,340,598.926542
1054.78185,282,599.191097
1745.693995,500,602.947262
1322.808564,348,603.263911
1750.993167,500,603.709079
1746.743136,477,604.150719
1547.760936,410,607.669691
1858.456463,500,608.131385
1370.971084,368,608.490938
992.789596,266,608.748354
1726.652469,500,609.273296
1870.684275,500,613.236298
1752.920934,500,613.683085
1198.43547,317,613.970391
1781.954511,500,614.437064
1283.095081,343,614.755011
1727.700282,500,618.55824
1736.678782,500,619.035952
1841.550552,500,619.54088
1813.053331,500,620.003513
1692.103016,444,623.572173
1355.208111,360,623.891242
1725.880973,500,624.34282
1690.630638,500,624.811552
1012.417077,270,625.06063
1201.117713,315,628.485094
1719.187746,500,628.946054
1744.631016,500,629.399674
1722.853349,500,629.852858
1717.052872,500,633.406487
1720.51639,500,633.860569
1386.253139,351,634.177835
1598.166687,419,634.557722
1736.443673,500,635.02503
1697.696316,500,638.583353
1812.597694,484,639.027521
1709.688511,500,639.487525
1730.334019,460,639.904604
1716.380586,500,643.479002
1720.857649,500,643.932223
1557.656302,410,644.300599
