#{"t_start": 1718314740.1894896, "env_id": "CustomHopper-source-v0"}
r,l,t
260.225178,109,150.767008
647.51948,209,155.725415
693.409417,222,155.977887
682.689814,225,156.229473
670.304957,216,156.463989
692.911571,223,156.698453
695.176432,226,156.941268
685.837382,232,157.170344
760.333785,250,157.42381
652.259244,205,157.64006
658.407641,207,157.861745
946.229965,297,162.265965
730.619138,237,162.539712
879.937906,278,162.879007
635.061435,197,163.070954
688.3504,229,163.312978
643.822546,215,163.571106
650.902953,223,163.797086
847.969847,261,164.066172
626.75215,208,168.299728
1108.039343,344,168.662836
953.43083,295,168.962592
707.579515,224,169.193883
729.633825,235,169.437549
543.847005,178,169.652824
949.665559,294,169.99222
715.072815,218,170.227826
563.681048,178,170.399756
827.037132,250,174.494003
745.338984,242,174.763826
787.544834,245,175.074765
479.497201,158,175.239842
871.491311,268,175.502748
807.169523,256,175.762204
610.040941,192,175.973443
752.063467,231,176.257294
598.051213,227,180.523692
585.794318,185,180.735154
597.66107,188,180.932177
682.192888,210,181.154364
959.369008,304,181.464385
752.192251,246,181.721074
676.398411,211,181.927529
1148.641422,358,182.291337
688.261503,229,182.52082
403.031376,156,186.566832
1030.05105,331,186.920677
700.11981,240,187.162315
742.113972,235,187.417771
1073.543212,344,187.793335
938.788924,294,188.091882
896.030999,288,188.384431
1036.65087,315,192.707268
1128.878812,355,193.06761
717.294823,223,193.289967
886.004507,271,193.572752
570.267077,180,193.754606
1133.463785,357,194.112216
678.669366,210,194.320155
715.43697,223,194.551687
941.507038,298,199.123765
1450.849479,500,199.636072
1082.059152,340,199.992196
953.802142,324,200.3234
886.169112,278,200.608274
507.229682,166,200.781379
1163.041233,362,205.234883
807.519238,245,205.504877
920.397852,283,205.802244
666.865854,205,206.02798
829.412614,254,206.283195
789.25633,237,206.518026
1232.559125,383,206.910278
930.729781,291,207.208172
572.116945,181,211.446554
747.953588,224,211.681787
652.131323,204,211.888022
1522.571105,500,212.40786
799.412257,237,212.651036
946.535891,290,212.949603
1103.185052,331,213.296398
826.144847,248,217.840767
247.568504,104,217.941782
1209.229346,366,218.320514
766.713336,243,218.605351
992.645715,299,218.912577
700.338162,218,219.135634
784.625015,237,219.37391
723.627379,243,219.610465
509.785334,167,219.782834
588.211158,184,223.965588
1301.000334,397,224.374267
1175.203831,356,224.745196
1599.513481,500,225.232376
625.575128,195,225.435197
682.897398,207,225.641164
968.644698,297,225.939538
645.82363,201,230.059107
880.338182,267,230.340325
417.251146,160,230.518622
1479.375126,500,231.045064
891.795656,268,231.326308
644.527707,198,231.547425
433.596724,158,231.711415
1088.183583,325,232.03183
934.740777,277,236.216835
677.019419,208,236.420129
893.750847,262,236.68279
1171.976807,347,237.051445
906.46281,271,237.320572
662.454854,201,237.528434
1503.126547,472,238.022328
1163.609388,337,242.430431
1131.338683,331,242.775286
1225.592503,363,243.1295
609.053804,188,243.332328
543.639394,175,243.526761
1159.500316,347,243.890792
1015.783846,307,244.199957
1477.780389,500,248.575848
774.257914,226,248.803172
1324.201872,400,249.210265
1244.002644,368,249.633523
894.011525,258,249.905136
850.902156,245,250.14489
683.657826,211,254.308698
1500.609687,471,254.784714
1107.193454,321,255.115918
806.554448,233,255.383132
855.611397,261,255.653855
1449.751123,417,256.104432
908.170127,272,260.331753
932.947097,275,260.600524
925.581854,265,260.875262
937.122763,295,261.185642
1034.145097,308,261.484567
1055.417269,309,261.789369
664.114731,201,261.997661
1182.982375,353,266.285103
677.813985,202,266.49036
511.364246,162,266.653489
907.116935,287,266.965186
1015.34923,300,267.274258
1321.409861,384,267.659891
1178.21427,344,268.038334
899.446505,261,268.321106
596.307558,183,272.333211
979.21105,291,272.632203
936.359837,279,272.948334
910.492352,294,273.301405
723.879627,215,273.541341
939.179759,281,273.847962
900.648474,273,274.118452
695.061325,208,274.341722
878.139478,251,278.433988
893.399905,258,278.716836
990.538394,296,279.0033
925.490513,278,279.290859
1069.48794,310,279.598088
1120.174581,327,279.94872
1090.17586,318,280.274952
706.517738,212,284.559905
1311.748309,391,284.958181
1038.36351,306,285.274268
893.555627,252,285.566293
681.402569,207,285.804255
963.055057,290,286.085565
913.846046,267,286.351718
953.757132,281,290.511148
1074.518845,316,290.8337
922.69316,267,291.101778
973.074935,288,291.388004
894.639361,253,291.633887
934.958219,282,291.89943
1315.415636,388,292.277554
1003.172985,295,296.407467
1188.85242,341,296.822217
907.771789,257,297.154561
901.67061,261,297.422423
1009.228325,296,297.730803
1041.045305,307,298.034911
828.237401,236,298.290911
990.791136,288,302.470122
762.51335,223,302.699312
1303.528264,384,303.097091
992.559801,293,303.394624
995.901391,289,303.679221
792.799083,229,303.916901
1029.591639,303,304.205142
1069.620805,308,308.327667
1382.785451,409,308.726489
450.691854,163,308.888244
969.555677,281,309.168937
1255.695114,366,309.547184
969.686532,288,309.856366
1308.163945,390,310.257303
665.995699,200,314.368219
916.543078,258,314.643393
1084.297622,316,314.955649
1075.947967,308,315.26025
1638.578141,487,315.736219
1119.274014,319,316.071996
971.922282,283,316.348384
978.465571,287,320.702505
1615.716876,472,321.177784
1278.134282,377,321.542798
947.743244,272,321.817612
964.604536,286,322.116481
1067.121942,307,322.453829
1348.675102,395,327.311345
733.415,245,327.579564
1553.871042,500,328.200691
1491.753932,500,328.765171
1244.842052,377,329.144812
961.048087,273,333.002266
1498.899963,500,333.492126
1563.07671,500,333.957
1025.245814,303,334.24444
905.518291,266,334.481685
1282.809996,366,338.068786
1073.512503,317,338.364837
1550.577052,445,338.788462
1239.645949,353,339.118039
954.179528,265,339.374098
1576.538845,500,339.836819
921.529818,266,343.391795
1427.035801,410,343.774267
1004.421987,292,344.069013
1561.482294,500,344.595553
1030.546178,299,344.879239
1363.050995,393,348.658244
1199.085755,336,348.98829
1318.172205,384,349.352954
1693.463488,500,349.827221
1067.688602,310,350.13842
974.720487,278,350.39896
1161.836813,331,354.085719
715.882166,213,354.281365
1238.718694,352,354.604279
1560.130232,500,355.060323
1211.699556,353,355.410769
1558.679666,500,355.918895
1200.347212,335,359.705533
1229.110075,339,360.049104
1278.024118,356,360.380869
1542.512494,434,360.801034
920.063297,256,361.036332
839.757126,237,361.257099
1649.465662,500,365.145535
896.085309,251,365.384672
1285.838699,356,365.74177
956.239266,268,365.996026
1428.070756,397,366.373539
1424.420295,396,366.747818
1319.740354,367,370.539871
948.374318,265,370.794729
1581.87646,500,371.279116
894.613365,251,371.521759
1402.304943,397,371.902328
1605.8611,500,375.837669
1665.018732,468,376.293574
1715.553328,500,376.763132
1740.751369,500,377.256032
881.257038,249,377.503612
1621.874035,500,381.391051
978.949413,278,381.656976
1765.415225,500,382.118743
1650.572632,500,382.618456
1269.071515,358,382.969745
1676.823201,500,387.159344
912.189012,256,387.397659
1664.328676,500,387.893795
1284.433423,360,388.23359
1738.068708,500,392.595543
1354.106852,378,392.976142
1639.776483,500,393.468537
1620.05929,500,394.000461
1683.080502,500,394.644261
1532.760245,425,399.262611
1639.173573,500,399.755431
1245.063086,346,400.088591
970.937068,271,400.387955
916.244448,255,400.633331
1610.939264,500,406.398724
1641.948096,500,406.908333
1668.63579,500,407.569152
1742.314743,500,408.140722
1155.955876,326,408.454458
855.190258,240,411.913964
793.831329,227,412.132305
815.966709,234,412.350069
875.732008,246,412.589545
895.315102,247,412.818453
910.17611,250,413.05196
992.59615,271,413.316034
975.721712,270,413.585942
1079.369782,290,417.051721
1665.058072,500,417.528263
981.501175,270,417.77907
950.926824,265,418.017006
1684.986993,500,418.473939
1204.287274,331,418.782032
1711.75067,500,422.441718
1349.088883,363,422.773474
1799.212699,500,423.228184
815.974952,232,423.443834
1436.05262,403,423.829176
942.222535,262,427.285401
825.301735,234,427.500538
780.787008,226,427.711477
1724.08297,466,428.147065
1094.891518,298,428.420029
988.895094,275,428.667597
1078.133005,301,428.942894
1448.25,404,432.50422
985.009005,273,432.765164
1702.285897,500,433.238222
1356.680651,376,433.593094
879.33299,245,433.817398
1682.226058,500,437.429681
1671.662306,500,437.886426
1690.240288,500,438.360963
981.598223,269,438.609955
1707.803699,500,439.06313
973.839797,267,442.564436
1249.722735,335,442.871755
1676.570491,500,443.32555
1052.746134,294,443.590908
1822.097811,499,444.04318
1689.377419,500,447.722559
1697.093224,500,448.185262
1089.637692,301,448.465644
1516.86982,417,448.877303
1712.698716,500,449.370424
1069.753952,292,452.879371
1350.946593,370,453.221749
1039.110357,289,453.485782
1714.962945,500,453.946277
1705.660594,500,454.405766
1734.322578,476,458.033345
948.180009,259,458.269225
991.292121,276,458.519262
782.570973,224,458.726884
964.906155,263,458.969452
1477.050775,402,459.337756
1033.460722,290,459.600511
1704.661395,469,463.179507
1717.472071,465,463.595303
1715.590185,500,464.047226
1300.136374,355,464.374128
1290.519546,355,467.929265
1533.307527,414,468.306596
1458.142127,402,468.673515
1716.598374,500,469.12635
947.406764,256,469.36558
1048.838564,287,469.624615
1314.274098,362,473.14804
1714.783111,500,473.617922
1624.649183,441,474.01645
1380.264707,382,474.362633
1675.271155,500,474.816936
1654.902386,453,478.424846
1672.71124,500,478.880909
1683.891317,500,479.340389
1707.076655,500,479.80178
1682.936117,500,483.435736
1672.144537,500,483.904891
1667.856836,500,484.36616
1431.817781,384,484.715437
1003.93543,269,488.180834
1344.106774,365,488.522067
1716.063459,500,488.983036
1559.893613,418,489.363755
784.166438,223,489.565506
1695.933836,500,490.032187
1690.854126,500,493.668854
1618.911062,437,494.065977
1008.227849,274,494.321804
1694.586523,500,494.776787
1657.506807,446,498.407838
1671.688179,500,498.869176
1655.329517,500,499.324605
1676.721694,500,499.780485
1686.625293,500,503.420189
1465.672291,392,503.779881
1682.698498,500,504.231558
1722.511765,500,504.696586
1696.009936,500,505.149642
1392.201201,389,508.690785
1707.9915,500,509.14355
1675.570415,500,509.598549
1664.128437,500,510.047083
1684.191343,500,513.724286
1708.938396,500,514.185406
1831.452722,500,514.636487
709.597559,218,514.846705
967.737171,284,515.107744
1207.524633,322,515.399628
1700.641875,500,518.987202
1684.224232,442,519.393699
1698.551734,500,519.847874
790.942942,238,520.069959
1739.616936,500,523.68898
888.064718,244,523.914287
1719.458492,500,524.377685
1674.540639,500,524.873784
1778.507828,500,525.367535
1722.224955,500,529.77872
1107.637044,307,530.092408
944.307971,259,530.337846
1688.672835,500,530.830584
1010.32706,272,531.090128
1237.105765,326,531.414349
1870.381684,500,535.75739
1019.178931,283,536.054359
1088.022296,322,536.376575
1322.328597,360,536.744823
1317.399786,371,537.125745
1489.519493,396,542.448112
1739.377062,500,543.012985
1650.743384,500,543.614944
937.083779,261,543.877349
1795.08734,500,544.456056
1680.677975,500,548.802262
1212.676112,336,549.124745
1795.990982,500,549.633428
1384.287153,379,549.996418
1719.180624,500,550.516825
1719.893163,500,555.253813
1696.251503,500,555.884129
1676.265536,441,556.335027
1679.100611,500,556.805741
1761.406094,500,561.260918
1737.391105,500,561.712376
1725.831767,500,562.164244
1589.114924,434,562.569566
1714.734823,500,566.208612
1739.638007,500,566.671936
1668.495268,447,567.085619
1586.213733,430,567.47429
1716.915033,500,571.092891
859.514534,238,571.310136
1647.738812,449,571.713688
1743.35921,500,572.170006
1799.865584,500,572.622504
1730.248509,500,576.243847
1684.232698,500,576.695652
1077.341346,290,576.959889
1719.004412,500,577.418495
1727.240815,500,577.864396
1722.615084,500,581.475354
1474.149261,391,581.828432
1725.332182,500,582.275704
1031.601624,279,582.529932
1733.431889,500,586.135323
1741.003092,500,586.609988
1718.130518,457,587.051871
1572.603073,416,587.459168
1735.948871,500,587.947963
1005.376936,269,591.928217
1739.05789,482,592.412783
1738.544318,500,592.895792
1715.935555,500,593.359831
1677.652647,500,597.382935
1737.944051,500,597.873567
1722.413203,500,598.395872
1723.661289,500,598.884549
1702.386394,500,602.649637
1704.444391,500,603.104025
1874.727396,500,603.552036
1456.098618,387,603.910261
1707.892719,500,604.362952
1873.097073,500,607.961849
1726.15183,500,608.45001
1730.261689,500,608.9339
904.408925,251,609.190673
1727.381442,500,613.184304
1715.480619,500,613.631675
1364.654318,367,613.962216
1696.958439,500,614.42837
1733.197994,500,614.89221
1739.570644,500,618.694759
1179.066043,310,618.993443
1171.329777,309,619.305988
1279.786633,334,619.635572
1629.656338,430,620.032467
1073.315073,287,623.458915
1582.182468,409,623.823344
1717.218984,500,624.273952
1492.379478,398,624.648814
1716.293112,500,625.108243
1065.292557,286,628.505318
1871.474247,488,628.956043
1722.366128,500,629.409526
1727.821401,464,629.830323
1702.428553,500,633.383867
1760.637873,500,633.836662
1709.446924,500,634.290205
1743.26564,469,634.716623
1711.492221,500,635.181554
1713.938346,500,638.743289
1545.351937,406,639.121286
1724.783154,500,639.573832
1736.347442,500,640.025098
1744.691199,500,643.601144
1725.279383,500,644.054916
1732.837898,500,644.50455
1603.664052,425,644.888553
1698.983234,500,648.468556
1714.587942,500,648.917308
1738.198167,500,649.378767
1386.326139,365,649.720621
1637.204477,427,650.113531
1211.149773,342,653.528239
1390.087358,377,653.875905
1749.604741,500,654.327958
1726.158027,500,654.778854
1719.751946,500,658.37692
1709.900344,500,658.832804
1253.825376,331,659.134675
1712.524562,500,659.582052
1754.365471,500,660.045409
1735.956558,500,663.607272
1406.21719,380,663.957172
1762.702247,500,664.411012
1810.685931,500,664.863344
1720.496721,464,668.413656
1747.419858,500,668.87097
