#{"t_start": 1718314740.1894896, "env_id": "CustomHopper-source-v0"}
r,l,t
1736.653584,500,669.344815
1745.776543,500,669.797785
881.08679,247,670.024181
1735.37133,500,673.640625
1720.506108,500,674.091951
1353.180927,372,674.437714
1713.109661,500,674.886976
1716.583881,500,678.488142
1751.395791,500,678.942249
1343.599924,362,679.269394
1695.249159,500,679.718371
1690.446214,500,680.16836
995.495356,276,683.639006
1444.612752,376,683.979868
1741.569496,500,684.430106
1734.094902,500,684.894822
1758.01267,500,688.440584
857.856485,242,688.662319
1120.067966,314,688.959876
1808.729226,500,689.409982
1730.181099,500,689.883908
1729.799932,500,693.454123
1733.516738,500,693.904842
1082.759945,297,694.170943
1741.25277,500,694.622518
1774.917321,500,695.08707
1760.920771,500,698.716167
1753.952242,500,699.122936
1749.947243,500,699.514762
